Player,Tm,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Willy Hernangómez\hernawi01,TOT,C,23,48,495,21.2,0.604,0.073,0.549,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21,,1.1,0.7,1.8,0.174,,0.9,0.5,1.4,0.4
Willy Hernangómez\hernawi01,NYK,C,23,26,233,16.9,0.595,0.062,0.346,10.5,21.3,15.9,14.3,1.7,2.6,21.8,22.4,,0.1,0.3,0.3,0.069,,-1.1,0.8,-0.3,0.1
Willy Hernangómez\hernawi01,CHO,C,23,22,262,25,0.612,0.084,0.747,15.8,32.4,24,7.1,1.9,2.9,7.5,19.7,,1,0.4,1.5,0.266,,2.7,0.1,2.8,0.3
Mario Hezonja\hezonma01,ORL,SF,22,75,1657,13.7,0.544,0.433,0.17,2.7,16.1,9.3,10,2.4,1.5,11.5,19.9,,0.5,1.8,2.3,0.066,,-0.9,0.4,-0.5,0.6
Isaiah Hicks\hicksis01,NYK,PF,23,18,240,6.8,0.501,0.125,0.25,4.6,14.3,9.5,9.5,0.4,1.4,16.7,17.4,,-0.1,0.1,0,-0.003,,-6.4,-1.2,-7.6,-0.3
Buddy Hield\hieldbu01,SAC,SG,25,80,2024,16.1,0.557,0.437,0.087,3,14.8,8.6,12.8,2.1,1,11.3,24.3,,1.3,1.5,2.8,0.067,,1.6,-0.5,1,1.5
Nenê\hilarne01,HOU,C,35,52,758,16.4,0.594,0.008,0.448,8.1,18,13.1,9.5,1.8,1.6,11.7,18.9,,1.5,1.1,2.6,0.163,,-1.6,0.6,-1,0.2
George Hill\hillge01,TOT,PG,31,67,1812,13.3,0.58,0.4,0.273,2.6,8.9,5.7,15,1.7,1.3,13.3,16.3,,2.3,0.9,3.2,0.085,,-0.2,-0.5,-0.8,0.6
George Hill\hillge01,SAC,PG,31,43,1143,14,0.597,0.393,0.304,2.1,9.9,5.8,15.5,1.7,1,14,16.9,,1.6,0.6,2.1,0.09,,0,-0.6,-0.5,0.4
George Hill\hillge01,CLE,PG,31,24,669,12.2,0.551,0.412,0.219,3.4,7.3,5.4,14,1.6,1.9,12,15.4,,0.8,0.3,1.1,0.077,,-0.7,-0.5,-1.2,0.1
Solomon Hill\hillso01,NOP,SF,26,12,187,4.8,0.332,0.512,0.146,5.4,15.1,10.4,14.4,1.8,0.4,17.1,12.2,,-0.2,0.2,-0.1,-0.014,,-5.3,0.5,-4.8,-0.1
Darrun Hilliard\hillida01,SAS,SG,24,14,95,3.4,0.362,0.316,0.368,0,8.2,4.1,15.3,1.1,0,15.3,12.3,,-0.1,0.1,0,-0.015,,-7.1,-0.8,-7.9,-0.1
Jrue Holiday\holidjr01,NOP,SG,27,81,2927,17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2,1.7,13.6,23.1,,4.2,2.9,7.1,0.116,,1.3,0.3,1.6,2.7
Justin Holiday\holidju01,CHI,SG,28,72,2265,10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,,0.1,1.6,1.7,0.036,,-1.6,-0.3,-1.9,0
John Holland\hollajo02,CLE,SF,29,24,174,5.9,0.417,0.61,0.22,3.9,11.4,7.7,3.9,2,1,11,18.5,,-0.3,0.1,-0.2,-0.05,,-3.6,-1.9,-5.5,-0.2
Rondae Hollis-Jefferson\holliro01,BRK,SF,23,68,1920,16.9,0.548,0.075,0.436,5.5,20,12.7,14.2,1.6,1.9,12.3,22.2,,2.1,2,4.1,0.103,,-0.3,0.4,0.1,1
Richaun Holmes\holmeri01,PHI,C,24,48,746,17.4,0.585,0.129,0.232,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,,1.6,1.3,2.8,0.183,,-0.3,1.4,1.1,0.6
Rodney Hood\hoodro01,TOT,SG,25,60,1616,14.3,0.546,0.443,0.172,1.6,9.9,5.8,9.7,1.4,0.6,8,24.3,,1.2,1.5,2.7,0.081,,0.8,-0.9,-0.1,0.8
Rodney Hood\hoodro01,UTA,SG,25,39,1084,15.1,0.551,0.475,0.176,1.5,10.1,5.8,10.4,1.4,0.5,9.6,27.3,,0.6,1.3,1.9,0.085,,1.6,-1,0.5,0.7
Rodney Hood\hoodro01,CLE,SG,25,21,532,12.7,0.533,0.357,0.161,1.7,9.5,5.7,8.4,1.4,0.8,3.2,18.3,,0.6,0.2,0.8,0.074,,-0.8,-0.7,-1.5,0.1
Scotty Hopson\hopsosc01,DAL,SG,28,1,8,-4.6,0.266,0,2,0,0,0,15.8,0,0,34.7,16.3,,0,0,0,-0.238,,-9.2,-4.7,-14,0
Al Horford\horfoal01,BOS,C,31,72,2277,17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,,4,3.8,7.8,0.165,,2.4,2,4.4,3.7
Danuel House\houseda01,PHO,SG,24,23,403,12.4,0.533,0.45,0.24,3.4,17,10.1,9.4,0.8,1.2,7.2,16.2,,0.4,0.1,0.6,0.066,,-0.8,-0.8,-1.6,0
Dwight Howard\howardw01,CHO,C,32,81,2463,20.5,0.577,0.008,0.639,11,33.8,22.2,7.1,1,4.4,15.1,24.2,,2.9,3.9,6.8,0.132,,-0.3,0.1,-0.1,1.2
Josh Huestis\huestjo01,OKC,PF,26,69,982,5.4,0.417,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4,12,9.5,,-0.5,1,0.5,0.024,,-3.9,0,-3.9,-0.5
R.J. Hunter\hunterj01,HOU,SG,24,5,45,8.5,0.455,0.7,0.1,0,12.4,6.3,10.3,3.3,0,8.7,22.5,,0,0.1,0,0.022,,-5.2,1.9,-3.3,0
Vince Hunter\huntevi01,MEM,PF,23,4,7,35.8,0.6,0,0,32.3,16.9,24.8,0,0,13.4,16.7,38.5,,0,0,0,0.097,,10.4,-0.7,9.7,0
Serge Ibaka\ibakase01,TOR,PF,28,76,2093,14.7,0.574,0.379,0.151,4.3,21,12.8,4.4,0.7,3.8,9.7,19.4,,2.1,3,5.1,0.117,,-0.1,0,-0.1,1
Andre Iguodala\iguodan01,GSW,SF,34,64,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,,1.6,1.6,3.2,0.094,,-1.1,0.8,-0.3,0.7
Ersan İlyasova\ilyaser01,TOT,PF,30,69,1729,14.9,0.558,0.413,0.22,7.6,18,12.9,7.9,1.7,1.3,9.7,18.7,,2.2,1.9,4,0.112,,-0.2,-0.4,-0.6,0.6
Ersan İlyasova\ilyaser01,ATL,PF,30,46,1175,15.1,0.569,0.424,0.224,7,16.8,11.9,6.8,1.8,1.2,8.9,18,,1.6,1,2.6,0.106,,0.3,-0.5,-0.1,0.6
Ersan İlyasova\ilyaser01,PHI,PF,30,23,554,14.6,0.537,0.392,0.212,8.9,20.6,15,10.4,1.5,1.4,11.1,20.1,,0.6,0.9,1.4,0.125,,-1.2,-0.3,-1.6,0.1
Joe Ingles\inglejo01,UTA,SF,30,82,2578,14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,,4,3.6,7.6,0.141,,1,1.3,2.3,2.8
Andre Ingram\ingraan01,LAL,SG,32,2,64,16.3,0.655,0.529,0.176,1.7,8.3,5,15.3,2.2,3.8,14.1,14.1,,0.1,0.1,0.2,0.157,,1.7,2.5,4.3,0.1
Brandon Ingram\ingrabr01,LAL,SF,20,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,,1,1.8,2.8,0.068,,-0.9,-0.3,-1.2,0.4
Kyrie Irving\irvinky01,BOS,PG,25,60,1931,25,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31,,6.3,2.7,8.9,0.222,,6.4,0.9,7.3,4.5
Jonathan Isaac\isaacjo01,ORL,PF,20,27,536,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3,4.5,14.8,15,,-0.6,0.8,0.2,0.021,,-3.8,2.4,-1.4,0.1
Wesley Iwundu\iwundwe01,ORL,SF,23,62,1020,7.8,0.48,0.211,0.216,3.9,11,7.4,7.8,1.6,0.9,11.2,11.6,,0,0.7,0.7,0.032,,-4.2,-0.1,-4.3,-0.6
Jarrett Jack\jackja01,NYK,PG,34,62,1548,11.5,0.489,0.194,0.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,,0.5,0.7,1.2,0.036,,-1.6,-1.3,-2.8,-0.3
Aaron Jackson\jacksaa01,HOU,PG,31,1,35,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4,0,0,9.2,13.7,,0,0,0,-0.017,,-6.6,-2.3,-8.9,-0.1
Demetrius Jackson\jacksde01,TOT,PG,23,15,80,5.4,0.424,0.389,0.111,7.1,9.8,8.4,15.9,3.1,1.1,34.6,15.8,,-0.2,0.1,-0.1,-0.047,,-6.1,0.9,-5.2,-0.1
Demetrius Jackson\jacksde01,HOU,PG,23,12,63,0.2,0.286,0.429,0,7.2,12.4,9.8,10.7,3.1,1.3,39.1,16.1,,-0.3,0.1,-0.2,-0.14,,-9.2,0.6,-8.5,-0.1
Demetrius Jackson\jacksde01,PHI,PG,23,3,17,24.5,0.82,0.25,0.5,6.6,0,3.2,35.1,2.8,0,17,14.8,,0.1,0,0.1,0.298,,5.3,2.1,7.3,0
Josh Jackson\jacksjo02,PHO,SF,20,77,1959,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2,1.4,12.2,26,,-2,1.2,-0.7,-0.018,,-2.8,-1.4,-4.2,-1.1
Justin Jackson\jacksju01,SAC,SF,22,68,1506,9.2,0.521,0.442,0.086,2,12.6,7.1,7.2,0.9,0.8,8.4,14.2,,0.4,0.5,1,0.031,,-2.4,-1.1,-3.5,-0.6
Reggie Jackson\jacksre01,DET,PG,27,45,1201,15.9,0.516,0.293,0.232,2.6,9,5.7,32.8,1.1,0.3,13.5,27.1,,1.1,0.9,2,0.078,,1,-1.4,-0.4,0.5
LeBron James\jamesle01,CLE,PF,33,82,3026,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,,11,3,14,0.221,,7.3,1.4,8.7,8.2
Mike James\jamesmi02,TOT,PG,27,36,687,13.9,0.469,0.305,0.262,2,12.2,7,29.4,2,0.8,12,25.1,,-0.1,0.3,0.2,0.017,,-0.5,-1,-1.5,0.1
Mike James\jamesmi02,PHO,PG,27,32,669,14.2,0.476,0.311,0.269,1.9,12.5,7.1,29,1.9,0.8,12.1,25.2,,0,0.3,0.3,0.021,,-0.3,-0.9,-1.2,0.1
Mike James\jamesmi02,NOP,PG,27,4,18,3.5,0.222,0.111,0,6.2,0,3,43.5,2.7,0,10,24.1,,-0.1,0,-0.1,-0.146,,-7.7,-2.4,-10.1,0
Al Jefferson\jeffeal01,IND,C,33,36,484,20.2,0.563,0.014,0.173,7,26.2,16.7,10,1.7,4.2,8.6,22.5,,0.8,0.8,1.6,0.158,,0.6,1.5,2,0.5
Richard Jefferson\jefferi01,DEN,SF,37,20,163,6.4,0.499,0.259,0.259,1.4,10.3,5.9,12,0.6,0.5,14.3,9.4,,0.1,0,0.1,0.029,,-3.5,-0.8,-4.3,-0.1
Brandon Jennings\jennibr01,MIL,PG,28,14,205,12.7,0.478,0.458,0.139,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,,0,0.1,0.1,0.026,,-1.2,-2.2,-3.4,-0.1
Jonas Jerebko\jerebjo01,UTA,PF,30,74,1134,13.2,0.586,0.46,0.167,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,,1.8,1.6,3.4,0.144,,-0.4,0.4,0.1,0.6
Amir Johnson\johnsam01,PHI,C,30,74,1171,14.9,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,,2.1,2,4.1,0.169,,-1.2,2.2,1,0.9
Brice Johnson\johnsbr02,TOT,PF,23,18,98,18.2,0.486,0.024,0.119,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,,0,0.2,0.2,0.082,,-2.1,1.7,-0.4,0
Brice Johnson\johnsbr02,LAC,PF,23,9,38,21.3,0.673,0.091,0.182,5.9,31.4,18.8,4,7.7,4.4,25.2,18,,0,0.1,0.1,0.168,,-2.2,6.8,4.5,0.1
Brice Johnson\johnsbr02,MEM,PF,23,9,60,16.2,0.418,0,0.097,13.2,21.7,17.4,3,2.5,6.2,3,24.9,,-0.1,0.1,0,0.028,,-2,-1.6,-3.6,0
Dakari Johnson\johnsda04,OKC,C,22,31,161,16.4,0.575,0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,,0.4,0.2,0.6,0.178,,-1.2,0.9,-0.3,0.1
James Johnson\johnsja01,MIA,PF,30,73,1943,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,,2.2,2.8,5,0.123,,0,1.6,1.6,1.7
Joe Johnson\johnsjo02,TOT,SF,36,55,1205,8.1,0.49,0.403,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,,-0.3,1.3,1,0.04,,-2.7,-0.2,-2.9,-0.3
Joe Johnson\johnsjo02,UTA,SF,36,32,700,9,0.492,0.372,0.106,2,15.2,8.7,9.8,0.9,0.7,11.6,17.2,,-0.2,0.8,0.6,0.041,,-2.3,-0.3,-2.6,-0.1
Joe Johnson\johnsjo02,HOU,SF,36,23,505,6.8,0.485,0.455,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,,0,0.4,0.4,0.038,,-3.3,0,-3.3,-0.2
Omari Johnson\johnsom01,MEM,PF,28,4,75,10.5,0.524,0.571,0,6,11.1,8.5,14.5,1.3,0,12.5,14.4,,0.1,0,0.1,0.053,,-1.8,-2.7,-4.5,0
Stanley Johnson\johnsst04,DET,SF,21,69,1894,9,0.48,0.418,0.259,1.9,13,7.3,8.5,2.5,0.7,11,16.4,,-0.6,2.4,1.8,0.046,,-4,1.1,-2.9,-0.4
Tyler Johnson\johnsty01,MIA,PG,25,72,2052,13,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,,1.9,2.3,4.2,0.097,,-0.5,0.2,-0.3,0.9
Wesley Johnson\johnswe01,LAC,SF,30,74,1486,9.8,0.512,0.481,0.158,2.2,13.6,8,5.6,2.5,3.5,12.3,13,,-0.1,1.7,1.7,0.055,,-2.5,1.7,-0.7,0.5
Nikola Jokić\jokicni01,DEN,C,22,75,2443,24.4,0.603,0.277,0.31,9,27.9,18.5,29.6,1.8,2.1,15.5,24.2,,7.8,2.9,10.7,0.211,,5.3,1.6,6.9,5.5
Damian Jones\jonesda03,GSW,C,22,15,89,6.8,0.517,0,0.227,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,,0,0.1,0.1,0.031,,-5.3,-1.8,-7.1,-0.1
Derrick Jones Jr.\jonesde02,TOT,SF,20,20,245,10.1,0.48,0.34,0.453,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,,0.1,0.2,0.4,0.075,,-2.9,0.2,-2.7,0
Derrick Jones Jr.\jonesde02,PHO,SF,20,6,33,18.4,0.678,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,,0.1,0,0.1,0.177,,2,2.8,4.8,0.1
Derrick Jones Jr.\jonesde02,MIA,SF,20,14,212,8.8,0.457,0.327,0.367,10.1,8,9,4,0.7,3.6,9.5,13.3,,0,0.2,0.3,0.059,,-3.7,-0.2,-3.9,-0.1
Jalen Jones\jonesja04,TOT,SF,24,16,181,10.3,0.485,0.382,0.279,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,,0,0.2,0.1,0.027,,-3.4,-2.6,-6,-0.2
Jalen Jones\jonesja04,NOP,SF,24,4,19,5,0.512,0.25,0.5,0,16.5,8.6,0,0,0,0,11.1,,0,0,0,0.055,,-4.3,-3,-7.3,0
Jalen Jones\jonesja04,DAL,SF,24,12,162,10.9,0.483,0.391,0.266,8.6,15.6,12,3.9,1.5,0.5,8.9,22,,-0.1,0.1,0.1,0.024,,-3.3,-2.6,-5.9,-0.2
Tyus Jones\jonesty01,MIN,PG,21,82,1467,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14,12.7,,2.3,1.2,3.6,0.117,,-0.8,1.7,0.8,1.1
DeAndre Jordan\jordade01,LAC,C,29,77,2424,20.2,0.648,0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,,6,3.4,9.4,0.186,,1.7,-0.3,1.4,2.1
Cory Joseph\josepco01,IND,PG,26,82,2210,11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,,1.2,2,3.1,0.068,,-1.8,0.3,-1.5,0.3
Frank Kaminsky\kaminfr01,CHO,PF,24,79,1835,14.4,0.545,0.383,0.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,,2.3,1.3,3.6,0.094,,0.6,-0.8,-0.2,0.8
Enes Kanter\kanteen01,NYK,C,25,71,1830,24,0.63,0.003,0.258,16.6,30.6,23.6,9.4,1,1.7,13.3,21.8,,5.5,2.1,7.6,0.198,,3.3,-1.1,2.2,1.9
Luke Kennard\kennalu01,DET,SG,21,73,1463,12.1,0.56,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,,1.1,1.4,2.6,0.085,,-0.9,0.1,-0.8,0.5
Michael Kidd-Gilchrist\kiddgmi01,CHO,SF,24,74,1850,12.5,0.536,0.004,0.305,4.8,13,8.8,5.9,1.3,1.4,7.7,16.1,,1.7,1.6,3.3,0.084,,-2.1,0,-2.1,-0.1
Sean Kilpatrick\kilpase01,TOT,SG,28,52,640,11.6,0.507,0.49,0.245,0.8,14.2,7.5,11.3,1,0.7,10.4,24.9,,-0.2,0.3,0.1,0.008,,-1.1,-1.7,-2.8,-0.1
Sean Kilpatrick\kilpase01,BRK,SG,28,16,183,4.9,0.414,0.494,0.218,0.6,19.9,10.2,12.6,0.5,0.4,14.4,26.3,,-0.6,0.1,-0.4,-0.116,,-5.3,-2.3,-7.6,-0.3
Sean Kilpatrick\kilpase01,MIL,SG,28,23,205,11.3,0.515,0.561,0.232,0.6,13.7,7.1,10.9,1.2,0.4,9.1,21.9,,0,0.1,0.1,0.035,,-1.3,-1.3,-2.6,0
Sean Kilpatrick\kilpase01,LAC,SG,28,4,38,10.5,0.503,0.389,0.111,0,5.7,2.9,12.1,0,0,5,22.6,,0,0,0,0.029,,-0.8,-3.7,-4.5,0
Sean Kilpatrick\kilpase01,CHI,SG,28,9,214,17.7,0.574,0.449,0.299,1.4,11.5,6.3,10.5,1.4,1.3,9,27.1,,0.2,0.1,0.4,0.083,,2.5,-1.2,1.3,0.2
Maxi Kleber\klebima01,DAL,PF,26,72,1206,13.4,0.576,0.414,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,,1.6,1.2,2.8,0.113,,-1,0.5,-0.5,0.5
Furkan Korkmaz\korkmfu01,PHI,SG,20,14,80,3.4,0.386,0.607,0.143,2.8,11.7,7.4,6.7,1.2,1,6.3,16.9,,-0.1,0.1,0,-0.006,,-6.6,-1,-7.6,-0.1
Luke Kornet\kornelu01,NYK,PF,22,20,326,13.6,0.516,0.632,0.088,3.8,18,10.9,11.6,0.9,4.2,8.5,19,,0.2,0.3,0.5,0.077,,0.4,-0.2,0.2,0.2
Kyle Korver\korveky01,CLE,SG,36,73,1574,13.4,0.652,0.777,0.149,0.7,10.9,5.9,8,1,1.5,9.6,16,,2.8,0.6,3.4,0.104,,1.5,-1.2,0.2,0.9
Kosta Koufos\koufoko01,SAC,C,28,71,1391,17.5,0.566,0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,,2.3,1.5,3.9,0.134,,-0.2,-0.2,-0.4,0.6
Kyle Kuzma\kuzmaky01,LAL,PF,22,77,2401,14.2,0.549,0.418,0.2,3.9,17.4,10.7,9.1,1,1.1,11,22.5,,1.5,2.3,3.8,0.077,,0.3,-1,-0.7,0.8
Mindaugas Kuzminskas\kuzmimi01,NYK,SF,28,1,2,-41.1,0,0,0,0,0,0,0,0,0,0,43.7,,0,0,0,-1.065,,-33,-21.7,-54.7,0
Skal Labissière\labissk01,SAC,PF,21,60,1240,14.3,0.513,0.111,0.258,8.7,18.1,13.2,9.1,1,3.7,12.5,21.1,,0.4,1,1.4,0.054,,-1.9,-0.8,-2.7,-0.2
Jeremy Lamb\lambje01,CHO,SG,25,80,1967,17,0.559,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,,3,1.9,4.9,0.12,,1.3,0.2,1.6,1.8
Shane Larkin\larkish01,BOS,PG,25,54,775,10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,,0.3,1.1,1.4,0.087,,-2.8,1.1,-1.7,0.1
Joffrey Lauvergne\lauvejo01,SAS,C,26,55,534,16.5,0.536,0.026,0.247,13,22.6,17.8,12.2,0.9,0.5,13.5,20.4,,0.6,0.7,1.3,0.12,,-0.4,-0.6,-1,0.1
Zach LaVine\lavinza01,CHI,SG,22,24,656,14.6,0.499,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5,9.7,29.5,,-0.1,0.5,0.3,0.025,,-0.8,-1.5,-2.3,-0.1
Jake Layman\laymaja01,POR,SF,23,35,160,4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2,9.4,14.6,,-0.3,0.2,-0.1,-0.021,,-4.8,0.4,-4.3,-0.1
T.J. Leaf\leaftj01,IND,PF,20,53,459,10.7,0.545,0.309,0.118,7.2,13,10.1,2.8,0.5,0.8,6.5,14.9,,0.5,0.3,0.8,0.082,,-1.4,-1.7,-3.1,-0.1
Courtney Lee\leeco01,NYK,SG,32,76,2310,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,,2.7,1.2,3.9,0.082,,-0.1,-0.2,-0.3,1
Damion Lee\leeda03,ATL,SG,25,15,404,12,0.489,0.395,0.191,3,16.6,9.8,11.2,2.3,0.2,7.8,19.3,,0,0.4,0.4,0.046,,-2.3,0.4,-1.9,0
Walt Lemon Jr.\lemonwa01,NOP,PG,25,5,35,6.9,0.491,0.063,0.188,0,6,3.1,21.1,0,2.3,18.8,26.4,,-0.1,0,-0.1,-0.071,,-5.3,-2.9,-8.2,-0.1
Alex Len\lenal01,PHO,C,24,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,,3.2,1.3,4.5,0.154,,0.6,-0.3,0.3,0.8
Kawhi Leonard\leonaka01,SAS,SF,26,9,210,26,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,,0.3,0.5,0.9,0.196,,5.2,4.9,10.1,0.6
Meyers Leonard\leoname01,POR,C,25,33,254,17.8,0.676,0.333,0.141,5.2,24.7,15,10.6,1.4,0,10.8,16.1,,0.7,0.3,1.1,0.2,,1,0.9,2,0.3
Jon Leuer\leuerjo01,DET,PF,28,8,136,8.9,0.505,0.083,0.417,5.6,20.7,13,5.3,0.4,2,14.1,16.1,,0,0.1,0.1,0.05,,-4.3,-0.3,-4.6,-0.1
Caris LeVert\leverca01,BRK,SF,23,71,1864,14.2,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,,0.7,1.6,2.3,0.058,,-0.8,0,-0.8,0.6
DeAndre Liggins\liggide01,TOT,SG,29,58,724,6,0.467,0.5,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,,-0.2,0.7,0.5,0.034,,-4.3,1.8,-2.5,-0.1
DeAndre Liggins\liggide01,MIL,SG,29,31,480,5,0.424,0.554,0.077,1.2,10.7,6,7.3,2.8,1.8,16.2,7.5,,-0.3,0.5,0.2,0.02,,-4.8,1.9,-2.8,-0.1
DeAndre Liggins\liggide01,NOP,SG,29,27,244,7.8,0.537,0.415,0,0.9,10.3,5.8,10.7,2,1.3,14.6,8.5,,0.1,0.2,0.3,0.062,,-3.3,1.5,-1.8,0
Damian Lillard\lillada01,POR,PG,27,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,,9.9,2.7,12.6,0.227,,7,0.3,7.2,6.3
Jeremy Lin\linje01,BRK,PG,29,1,25,15.9,0.597,0.167,0.583,0,0,0,27.1,0,0,16.6,31.3,,0,0,0,0.087,,-1,-4.4,-5.4,0
Shaun Livingston\livinsh01,GSW,PG,32,71,1129,11.6,0.533,0.015,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,,0.9,0.9,1.8,0.077,,-2.8,-0.4,-3.1,-0.3
Kevon Looney\looneke01,GSW,C,21,66,910,14.8,0.588,0.026,0.399,11,15.2,13.2,6,1.8,4.9,12,12.4,,1.5,1.3,2.8,0.145,,-1.2,1,-0.2,0.4
Brook Lopez\lopezbr01,LAL,C,29,74,1735,16.5,0.557,0.41,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,,1.9,1.9,3.8,0.105,,0.7,0.2,0.9,1.3
Robin Lopez\lopezro01,CHI,C,29,64,1690,14.7,0.552,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,,1.2,0.7,1.9,0.055,,-0.9,-1.3,-2.2,-0.1
Kevin Love\loveke01,CLE,C,29,59,1651,22.4,0.614,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,,4.7,1.6,6.4,0.185,,4.5,-1.3,3.3,2.2
Kyle Lowry\lowryky01,TOR,PG,31,78,2510,19.5,0.598,0.631,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,,7,3.1,10.2,0.194,,4.7,0.5,5.2,4.5
Timothé Luwawu-Cabarrot\luwawti01,PHI,SF,22,52,807,7,0.511,0.592,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,,0.1,0.7,0.8,0.046,,-3.1,-1.1,-4.1,-0.4
Tyler Lydon\lydonty01,DEN,PF,21,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.014,,-3.9,-1.6,-5.4,0
Trey Lyles\lylestr01,DEN,PF,22,73,1391,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9.1,21.1,,2.7,1.2,3.9,0.135,,2,-0.7,1.3,1.1
Shelvin Mack\macksh01,ORL,PG,27,69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,,1,1,1.9,0.069,,-1.2,-0.2,-1.4,0.2
Josh Magette\magetjo01,ATL,PG,28,18,216,11.9,0.464,0.478,0.174,1,8.8,4.9,36.4,1.8,0.4,15.4,11.8,,0.3,0.1,0.4,0.092,,-2,-0.6,-2.6,0
Ian Mahinmi\mahinia01,WAS,C,31,77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,,0.8,1.4,2.2,0.093,,-4.6,0.2,-4.4,-0.7
Thon Maker\makerth01,MIL,C,20,74,1238,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,,0.3,1.1,1.5,0.056,,-3.2,-0.4,-3.5,-0.5
Boban Marjanović\marjabo01,TOT,C,29,39,337,26,0.616,0,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,,1,0.5,1.5,0.215,,2.3,0.2,2.5,0.4
Boban Marjanović\marjabo01,DET,C,29,19,171,21.6,0.597,0,0.57,9.5,27.7,18.4,14.4,1.2,3.1,18.2,31.3,,0.2,0.3,0.5,0.138,,-0.4,1.2,0.8,0.1
